0.8365758754863813,0.9444444444444444,0.889
0.8210116731517509,0.9670781893004116,0.892
0.8286290322580645,0.9702380952380952,0.9
0.798828125,0.9549180327868853,0.875
0.8298755186721992,0.9594594594594594,0.897
0.8208333333333333,0.9653846153846154,0.896
0.8016032064128257,0.9860279441117764,0.894
0.8505263157894737,0.9676190476190476,0.912
0.8272357723577236,0.9547244094488189,0.892
0.8383233532934131,0.9639278557114228,0.901
0.8157894736842105,0.9703557312252964,0.894
0.8281573498964804,0.9613152804642167,0.897
0.8151093439363817,0.9778672032193159,0.896
0.8210735586481114,0.9617706237424547,0.891
0.8313492063492064,0.9616935483870968,0.896
0.8365758754863813,0.9711934156378601,0.902
0.7891440501043842,0.9692898272552783,0.883
0.8066528066528067,0.9691714836223507,0.891
0.8202479338842975,0.9573643410852714,0.891
0.8249496981891348,0.9781312127236581,0.902
0.8064516129032258,0.9662698412698413,0.887
0.8194726166328601,0.9664694280078896,0.894
0.84251968503937,0.9715447154471545,0.906
0.821917808219178,0.9815950920245399,0.9
0.7747035573122529,0.9595141700404858,0.866
0.8112449799196787,0.9661354581673307,0.889
0.8159509202453987,0.9628180039138943,0.891
0.8108108108108109,0.9595375722543352,0.888
0.826,0.962,0.894
0.8309278350515464,0.9592233009708738,0.897

0.8263473053892215,0.9779559118236473,0.902
0.844311377245509,0.969939879759519,0.907
0.84,0.978,0.909
0.8320158102766798,0.9676113360323887,0.899
0.8037578288100209,0.9788867562380038,0.895
0.8510204081632653,0.9647058823529412,0.909
0.839835728952772,0.9707602339181286,0.907
0.8597560975609756,0.968503937007874,0.915
0.8520710059171598,0.9776876267748479,0.914
0.857421875,0.9713114754098361,0.913
0.8502109704641351,0.9771863117870723,0.917
0.8330019880715706,0.9698189134808853,0.901
0.8176470588235294,0.9428571428571428,0.879
0.836852207293666,0.9853862212943633,0.908
0.7956777996070727,0.9633401221995926,0.878
0.8346774193548387,0.9642857142857143,0.9
0.838,0.98,0.909
0.8176352705410822,0.9640718562874252,0.891
0.8412698412698413,0.9758064516129032,0.908
0.8244897959183674,0.9745098039215686,0.901
0.8275862068965517,0.9763313609467456,0.903
0.8626692456479691,0.9751552795031055,0.917
0.823170731707317,0.9881889763779528,0.907
0.8472222222222222,0.9818548387096774,0.914
0.8316831683168316,0.9777777777777777,0.904
0.8144329896907216,0.9786407766990292,0.899
0.8447937131630648,0.9796334012219959,0.911
0.8352272727272727,0.972457627118644,0.9
0.8568507157464212,0.9804305283757339,0.92
0.8453389830508474,0.9734848484848485,0.913

0.8245614035087719,0.9815195071868583,0.901
0.8537549407114624,0.9817813765182186,0.917
0.8131634819532909,0.9829867674858223,0.903
0.8382642998027613,0.9797160243407708,0.908
0.802734375,0.9836065573770492,0.891
0.7854330708661418,0.9796747967479674,0.881
0.7966804979253111,0.9826254826254827,0.893
0.8359683794466403,0.97165991902834,0.903
0.8353413654618473,0.9681274900398407,0.902
0.8523908523908524,0.9710982658959537,0.914
0.7910750507099391,0.9743589743589743,0.884
0.8463157894736842,0.9771428571428571,0.915
0.8238747553816047,0.9754601226993865,0.898
0.8419047619047619,0.9852631578947368,0.91
0.82421875,0.9795081967213115,0.9
0.8395303326810176,0.983640081799591,0.91
0.8365758754863813,0.9691358024691358,0.901
0.8393881453154876,0.9706498951781971,0.902
0.8295687885010267,0.9746588693957114,0.904
0.8233009708737864,0.977319587628866,0.898
0.8260869565217391,0.9787234042553191,0.905
0.8313253012048193,0.9780876494023905,0.905
0.8171206225680934,0.9814814814814815,0.897
0.8390151515151515,0.972457627118644,0.902
0.8336842105263158,0.9828571428571429,0.912
0.8571428571428571,0.9795501022494888,0.917
0.8513513513513513,0.979253112033195,0.913
0.8253968253968254,0.9838709677419355,0.904
0.8265895953757225,0.975051975051975,0.898
0.8134920634920635,0.9879032258064516,0.9

